Country,year,remittances
Sri Lanka,1987,350
St. Kitts and Nevis,1987,11
St. Lucia,1987,20
St. Vincent and the Grenadines,1987,15
Sudan,1987,138
Suriname,1987,2
Swaziland,1987,79
Sweden,1987,98
Switzerland,1987,779
Syrian Arab Republic,1987,334
Tajikistan,1987,..
Tanzania,1987,..
Thailand,1987,842
Timor-Leste,1987,..
Togo,1987,20
Tonga,1987,22
Trinidad and Tobago,1987,2
Tunisia,1987,459
Turkey,1987,2021
Turkmenistan,1987,..
Uganda,1987,..
Ukraine,1987,..
United Arab Emirates,1987,..
United Kingdom,1987,1369
United States,1987,994
Uruguay,1987,..
Uzbekistan,1987,..
Vanuatu,1987,8
"Venezuela, RB",1987,1
Vietnam,1987,..
Virgin Islands (U.S.),1987,..
West Bank and Gaza,1987,..
"Yemen, Rep.",1987,..
Zambia,1987,..
Zimbabwe,1987,1
Afghanistan,1988,..
Albania,1988,..
Algeria,1988,379
American Samoa,1988,..
Andorra,1988,..
Angola,1988,..
Antigua and Barbuda,1988,12
Argentina,1988,..
Armenia,1988,..
Aruba,1988,..
Australia,1988,1885
Austria,1988,449
Azerbaijan,1988,..
"Bahamas, The",1988,..
Bahrain,1988,..
Bangladesh,1988,764
Barbados,1988,32
Belarus,1988,..
Belgium,1988,1430
Belize,1988,17
Benin,1988,71
Bermuda,1988,..
Bhutan,1988,..
Bolivia,1988,5
Bosnia and Herzegovina,1988,..
Botswana,1988,55
Brazil,1988,32
Brunei,1988,..
Bulgaria,1988,..
Burkina Faso,1988,187
Burundi,1988,..
Cambodia,1988,..
Cameroon,1988,12
Canada,1988,..
Cape Verde,1988,43
Cayman Islands,1988,..
Central African Republic,1988,..
Chad,1988,1
Chile,1988,1
China,1988,385.2
Colombia,1988,458
Comoros,1988,7
"Congo, Dem. Rep.",1988,..
"Congo, Rep.",1988,4
Costa Rica,1988,9
Cote d'Ivoire,1988,43
Croatia,1988,..
Cuba,1988,..
Cyprus,1988,71
Czech Republic,1988,..
Denmark,1988,..
Djibouti,1988,..
Dominica,1988,16
Dominican Republic,1988,289
Ecuador,1988,2
"Egypt, Arab Rep.",1988,3770
El Salvador,1988,211
Equatorial Guinea,1988,..
Eritrea,1988,..
Estonia,1988,..
Ethiopia,1988,11
Faeroe Islands,1988,..
Fiji,1988,23
Finland,1988,105
France,1988,3418
French Polynesia,1988,..
Gabon,1988,0.13429659
"Gambia, The",1988,18
Georgia,1988,..
Germany,1988,3834
Ghana,1988,6
Greece,1988,1737
Greenland,1988,..
Grenada,1988,24
Guam,1988,..
Guatemala,1988,46
Guinea,1988,27
Guinea-Bissau,1988,2
Guyana,1988,..
Haiti,1988,124
Honduras,1988,42
"Hong Kong, China",1988,..
Hungary,1988,..
Iceland,1988,22
India,1988,2315
Indonesia,1988,99
"Iran, Islamic Rep.",1988,..
Iraq,1988,..
Ireland,1988,..
Israel,1988,542
Italy,1988,4830
Jamaica,1988,154
Japan,1988,..
Jordan,1988,895
Kazakhstan,1988,..
Kenya,1988,76.56
Kiribati,1988,4
"Korea, Dem. Rep.",1988,..
"Korea, Rep.",1988,945
Kuwait,1988,..
Kyrgyz Republic,1988,..
Lao PDR,1988,7
Latvia,1988,..
Lebanon,1988,..
Lesotho,1988,371
Liberia,1988,..
Libya,1988,..
Liechtenstein,1988,..
Lithuania,1988,..
Luxembourg,1988,..
"Macao, China",1988,..
"Macedonia, FYR",1988,..
Madagascar,1988,4
Malawi,1988,..
Malaysia,1988,281
Maldives,1988,1
Mali,1988,73
Malta,1988,52
Marshall Islands,1988,..
Mauritania,1988,9
Mauritius,1988,..
Mayotte,1988,81
Mexico,1988,2439
"Micronesia, Fed. Sts.",1988,..
Moldova,1988,..
Monaco,1988,..
Mongolia,1988,..
Morocco,1988,1305
Mozambique,1988,72
Myanmar,1988,7
Namibia,1988,..
Nepal,1988,..
Netherlands,1988,814
Netherlands Antilles,1988,4
New Caledonia,1988,..
New Zealand,1988,492
Nicaragua,1988,..
Niger,1988,16
Nigeria,1988,2
Norway,1988,138
Oman,1988,39
Pakistan,1988,1872
Palau,1988,..
Panama,1988,102
Papua New Guinea,1988,10
Paraguay,1988,24
Peru,1988,..
Philippines,1988,1262
Poland,1988,..
Portugal,1988,3524
Puerto Rico,1988,..
Qatar,1988,..
Romania,1988,..
Russian Federation,1988,..
Rwanda,1988,4
Samoa,1988,38
San Marino,1988,..
Sao Tome and Principe,1988,0.063699185
Saudi Arabia,1988,..
Senegal,1988,118
Serbia and Montenegro,1988,..
Seychelles,1988,..
Sierra Leone,1988,0.079965348
Singapore,1988,..
Slovak Republic,1988,..
Slovenia,1988,..
Solomon Islands,1988,..
Somalia,1988,..
South Africa,1988,50
Spain,1988,1790
Sri Lanka,1988,358
St. Kitts and Nevis,1988,12
St. Lucia,1988,16
St. Vincent and the Grenadines,1988,15
Sudan,1988,217
Suriname,1988,3
Swaziland,1988,95
Sweden,1988,104
Switzerland,1988,826
Syrian Arab Republic,1988,360
Tajikistan,1988,..
Tanzania,1988,..
Thailand,1988,927
Timor-Leste,1988,..
Togo,1988,21
Tonga,1988,17
Trinidad and Tobago,1988,2
Tunisia,1988,498
Turkey,1988,1776
Turkmenistan,1988,..
Uganda,1988,..
Ukraine,1988,..
United Arab Emirates,1988,..
United Kingdom,1988,1626
United States,1988,995
Uruguay,1988,..
Uzbekistan,1988,..
Vanuatu,1988,8
"Venezuela, RB",1988,1
Vietnam,1988,..
Virgin Islands (U.S.),1988,..
West Bank and Gaza,1988,..
"Yemen, Rep.",1988,..
Zambia,1988,..
Zimbabwe,1988,1
Afghanistan,1989,..
Albania,1989,..
Algeria,1989,345
American Samoa,1989,..
Andorra,1989,..
Angola,1989,..
Antigua and Barbuda,1989,13
Argentina,1989,..
Armenia,1989,..
Aruba,1989,..
Australia,1989,2402
Austria,1989,470
Azerbaijan,1989,..
"Bahamas, The",1989,..
Bahrain,1989,..
Bangladesh,1989,758
Barbados,1989,32
Belarus,1989,..
Belgium,1989,2737
Belize,1989,22
Benin,1989,91
Bermuda,1989,..
Bhutan,1989,..
Bolivia,1989,9
Bosnia and Herzegovina,1989,..
Botswana,1989,49
Brazil,1989,120
Brunei,1989,..
Bulgaria,1989,..
Burkina Faso,1989,155
Burundi,1989,..
Cambodia,1989,..
Cameroon,1989,33
Canada,1989,..
Cape Verde,1989,48
Cayman Islands,1989,..
Central African Republic,1989,0.021943003
Chad,1989,1
Chile,1989,1
China,1989,222.3
Colombia,1989,467
Comoros,1989,8
"Congo, Dem. Rep.",1989,..
"Congo, Rep.",1989,..
Costa Rica,1989,10
Cote d'Ivoire,1989,35
Croatia,1989,..
Cuba,1989,..
Cyprus,1989,69
Czech Republic,1989,..
Denmark,1989,..
Djibouti,1989,..
Dominica,1989,13
Dominican Republic,1989,301
Ecuador,1989,1
"Egypt, Arab Rep.",1989,3293
El Salvador,1989,238
Equatorial Guinea,1989,..
Eritrea,1989,..
Estonia,1989,..
Ethiopia,1989,6
Faeroe Islands,1989,..
Fiji,1989,23
Finland,1989,71
France,1989,3224
French Polynesia,1989,..
Gabon,1989,0.156735734
"Gambia, The",1989,15
Georgia,1989,..
Germany,1989,3752
Ghana,1989,6
Greece,1989,1387
Greenland,1989,..
Grenada,1989,17
Guam,1989,..
Guatemala,1989,85
Guinea,1989,..
Guinea-Bissau,1989,1
Guyana,1989,..
Haiti,1989,123
Honduras,1989,49
"Hong Kong, China",1989,..
Hungary,1989,..
Iceland,1989,30
India,1989,2614
Indonesia,1989,167
"Iran, Islamic Rep.",1989,..
Iraq,1989,..
Ireland,1989,..
Israel,1989,784
Italy,1989,5080
Jamaica,1989,209
Japan,1989,..
Jordan,1989,627
Kazakhstan,1989,..
Kenya,1989,89.1
Kiribati,1989,4
"Korea, Dem. Rep.",1989,..
"Korea, Rep.",1989,1091
Kuwait,1989,..
Kyrgyz Republic,1989,..
Lao PDR,1989,8
Latvia,1989,..
Lebanon,1989,..
Lesotho,1989,365
Liberia,1989,..
Libya,1989,..
Liechtenstein,1989,..
Lithuania,1989,..
Luxembourg,1989,..
"Macao, China",1989,..
"Macedonia, FYR",1989,..
Madagascar,1989,10
Malawi,1989,..
Malaysia,1989,239
Maldives,1989,1
Mali,1989,76
Malta,1989,70
Marshall Islands,1989,..
Mauritania,1989,5
Mauritius,1989,..
Mayotte,1989,81
Mexico,1989,2793
"Micronesia, Fed. Sts.",1989,..
Moldova,1989,..
Monaco,1989,..
Mongolia,1989,..
Morocco,1989,1337
Mozambique,1989,71
Myanmar,1989,9
Namibia,1989,..
Nepal,1989,..
Netherlands,1989,769
Netherlands Antilles,1989,4
New Caledonia,1989,..
New Zealand,1989,585
Nicaragua,1989,..
Niger,1989,13
Nigeria,1989,10
Norway,1989,140
Oman,1989,39
Pakistan,1989,2017
Palau,1989,..
Panama,1989,102
Papua New Guinea,1989,7
Paraguay,1989,40
Peru,1989,..
Philippines,1989,1362
Poland,1989,..
Portugal,1989,3706
Puerto Rico,1989,..
Qatar,1989,..
Romania,1989,..
Russian Federation,1989,..
Rwanda,1989,4
Samoa,1989,41
San Marino,1989,..
Sao Tome and Principe,1989,0.15721221
Saudi Arabia,1989,..
Senegal,1989,113
Serbia and Montenegro,1989,..
Seychelles,1989,4
Sierra Leone,1989,0.051828407
Singapore,1989,..
Slovak Republic,1989,..
Slovenia,1989,..
Solomon Islands,1989,..
Somalia,1989,..
South Africa,1989,89
Spain,1989,1861
Sri Lanka,1989,358
St. Kitts and Nevis,1989,19
St. Lucia,1989,15
St. Vincent and the Grenadines,1989,15
Sudan,1989,417
Suriname,1989,2
Swaziland,1989,110
Sweden,1989,127
Switzerland,1989,755
Syrian Arab Republic,1989,430
Tajikistan,1989,..
Tanzania,1989,..
Thailand,1989,943
Timor-Leste,1989,..
Togo,1989,23
Tonga,1989,15
Trinidad and Tobago,1989,3
Tunisia,1989,450
Turkey,1989,3063
Turkmenistan,1989,..
Uganda,1989,..
Ukraine,1989,..
United Arab Emirates,1989,..
United Kingdom,1989,1685
United States,1989,1020
Uruguay,1989,..
Uzbekistan,1989,..
Vanuatu,1989,7
"Venezuela, RB",1989,1
Vietnam,1989,..
Virgin Islands (U.S.),1989,..
West Bank and Gaza,1989,..
"Yemen, Rep.",1989,..
Zambia,1989,..
Zimbabwe,1989,1
Afghanistan,1990,..
Albania,1990,..
Algeria,1990,352
American Samoa,1990,..
Andorra,1990,..
Angola,1990,..
Antigua and Barbuda,1990,13
Argentina,1990,..
Armenia,1990,..
Aruba,1990,..
Australia,1990,2370
Austria,1990,635
Azerbaijan,1990,..
"Bahamas, The",1990,..
Bahrain,1990,..
Bangladesh,1990,779
Barbados,1990,38
Belarus,1990,..
Belgium,1990,3583
Belize,1990,18
Benin,1990,101
Bermuda,1990,..
Bhutan,1990,..
Bolivia,1990,5
Bosnia and Herzegovina,1990,..
Botswana,1990,86
Brazil,1990,573
Brunei,1990,..
Bulgaria,1990,..
Burkina Faso,1990,140
Burundi,1990,..
Cambodia,1990,..
Cameroon,1990,23
Canada,1990,..
Cape Verde,1990,59
Cayman Islands,1990,..
Central African Republic,1990,0.080803692
Chad,1990,..
Chile,1990,1
China,1990,209.7
Colombia,1990,495
Comoros,1990,10
"Congo, Dem. Rep.",1990,..
"Congo, Rep.",1990,..
Costa Rica,1990,12
Cote d'Ivoire,1990,44
Croatia,1990,..
Cuba,1990,..
Cyprus,1990,79
Czech Republic,1990,..
Denmark,1990,..
Djibouti,1990,..
Dominica,1990,14
Dominican Republic,1990,315
Ecuador,1990,51
"Egypt, Arab Rep.",1990,4284
El Salvador,1990,366
Equatorial Guinea,1990,..
Eritrea,1990,..
Estonia,1990,..
Ethiopia,1990,5
Faeroe Islands,1990,..
Fiji,1990,22
Finland,1990,63
France,1990,4035
French Polynesia,1990,..
Gabon,1990,..
"Gambia, The",1990,10
Georgia,1990,..
Germany,1990,4876
Ghana,1990,6
Greece,1990,1817
Greenland,1990,..
Grenada,1990,18
Guam,1990,..
Guatemala,1990,119
Guinea,1990,..
Guinea-Bissau,1990,1
Guyana,1990,..
Haiti,1990,61
Honduras,1990,63
"Hong Kong, China",1990,..
Hungary,1990,..
Iceland,1990,62
India,1990,2384
Indonesia,1990,166
"Iran, Islamic Rep.",1990,..
Iraq,1990,..
Ireland,1990,286
Israel,1990,812
Italy,1990,5075
Jamaica,1990,229
Japan,1990,..
Jordan,1990,499
Kazakhstan,1990,..
Kenya,1990,139.26
Kiribati,1990,5
"Korea, Dem. Rep.",1990,..
"Korea, Rep.",1990,1037
Kuwait,1990,..
Kyrgyz Republic,1990,..
Lao PDR,1990,11
Latvia,1990,..
Lebanon,1990,1818
Lesotho,1990,428
Liberia,1990,..
Libya,1990,..
Liechtenstein,1990,..
Lithuania,1990,..
Luxembourg,1990,..
"Macao, China",1990,..
"Macedonia, FYR",1990,..
Madagascar,1990,8
Malawi,1990,..
Malaysia,1990,325
Maldives,1990,2
Mali,1990,107
Malta,1990,58
Marshall Islands,1990,..
Mauritania,1990,14
Mauritius,1990,..
Mayotte,1990,82
Mexico,1990,3098
"Micronesia, Fed. Sts.",1990,..
Moldova,1990,..
Monaco,1990,..
Mongolia,1990,..
Morocco,1990,2006
Mozambique,1990,70
Myanmar,1990,6
Namibia,1990,13
Nepal,1990,..
Netherlands,1990,709
Netherlands Antilles,1990,5
New Caledonia,1990,..
New Zealand,1990,762
Nicaragua,1990,..
Niger,1990,14
Nigeria,1990,10
Norway,1990,158
Oman,1990,39
Pakistan,1990,2006
Palau,1990,..
Panama,1990,110
Papua New Guinea,1990,5
Paraguay,1990,34
Peru,1990,87
Philippines,1990,1465
Poland,1990,..
Portugal,1990,4479
Puerto Rico,1990,..
Qatar,1990,..
Romania,1990,..
Russian Federation,1990,..
Rwanda,1990,3
Samoa,1990,43
San Marino,1990,..
Sao Tome and Principe,1990,0.31
Saudi Arabia,1990,..
Senegal,1990,142
Serbia and Montenegro,1990,..
Seychelles,1990,8
Sierra Leone,1990,0.027072386
Singapore,1990,..
Slovak Republic,1990,..
Slovenia,1990,..
Solomon Islands,1990,..
Somalia,1990,..
South Africa,1990,136
Spain,1990,2186
Sri Lanka,1990,401
St. Kitts and Nevis,1990,19
St. Lucia,1990,16
St. Vincent and the Grenadines,1990,16
Sudan,1990,62
Suriname,1990,1
Swaziland,1990,113
Sweden,1990,153
Switzerland,1990,924
Syrian Arab Republic,1990,385
Tajikistan,1990,..
Tanzania,1990,..
Thailand,1990,973
Timor-Leste,1990,..
Togo,1990,27
Tonga,1990,24
Trinidad and Tobago,1990,3
Tunisia,1990,551
Turkey,1990,3246
Turkmenistan,1990,..
Uganda,1990,..
Ukraine,1990,..
United Arab Emirates,1990,..
United Kingdom,1990,2099
United States,1990,1170
Uruguay,1990,..
Uzbekistan,1990,..
Vanuatu,1990,8
"Venezuela, RB",1990,1
Vietnam,1990,..
Virgin Islands (U.S.),1990,..
West Bank and Gaza,1990,..
"Yemen, Rep.",1990,1498
Zambia,1990,..
Zimbabwe,1990,1
Afghanistan,1991,..
Albania,1991,0
Algeria,1991,1290
American Samoa,1991,..
Andorra,1991,..
Angola,1991,..
Antigua and Barbuda,1991,3
Argentina,1991,..
Armenia,1991,..
Aruba,1991,3
Australia,1991,2485
Austria,1991,772
Azerbaijan,1991,..
"Bahamas, The",1991,..
Bahrain,1991,..
Bangladesh,1991,769
Barbados,1991,45
Belarus,1991,..
Belgium,1991,3973
Belize,1991,16
Benin,1991,118
Bermuda,1991,..
Bhutan,1991,..
Bolivia,1991,3
Bosnia and Herzegovina,1991,..
Botswana,1991,84
Brazil,1991,1110
Brunei,1991,..
Bulgaria,1991,..
Burkina Faso,1991,113
Burundi,1991,..
Cambodia,1991,..
Cameroon,1991,7
Canada,1991,..
Cape Verde,1991,62
Cayman Islands,1991,..
Central African Republic,1991,0.141790218
Chad,1991,..
Chile,1991,..
China,1991,435.6
Colombia,1991,881
Comoros,1991,10
"Congo, Dem. Rep.",1991,..
"Congo, Rep.",1991,..
Costa Rica,1991,13
Cote d'Ivoire,1991,41
Croatia,1991,..
Cuba,1991,..
Cyprus,1991,66
Czech Republic,1991,..
Denmark,1991,..
Djibouti,1991,..
Dominica,1991,5
Dominican Republic,1991,330
Ecuador,1991,56
"Egypt, Arab Rep.",1991,4054
El Salvador,1991,475
Equatorial Guinea,1991,..
Eritrea,1991,..
Estonia,1991,..
Ethiopia,1991,10
Faeroe Islands,1991,..
Fiji,1991,19
Finland,1991,101
France,1991,4620
French Polynesia,1991,..
Gabon,1991,..
"Gambia, The",1991,14
Georgia,1991,..
Germany,1991,4823
Ghana,1991,6
Greece,1991,2173
Greenland,1991,..
Grenada,1991,8
Guam,1991,..
Guatemala,1991,179
Guinea,1991,..
Guinea-Bissau,1991,0
Guyana,1991,0
Haiti,1991,70
Honduras,1991,83
"Hong Kong, China",1991,..
Hungary,1991,..
Iceland,1991,65
India,1991,3289
Indonesia,1991,130
"Iran, Islamic Rep.",1991,1200
Iraq,1991,..
Ireland,1991,278
Israel,1991,877
Italy,1991,3699
Jamaica,1991,181
Japan,1991,508
Jordan,1991,448
Kazakhstan,1991,..
Kenya,1991,124.08
Kiribati,1991,6
"Korea, Dem. Rep.",1991,..
"Korea, Rep.",1991,1172
Kuwait,1991,..
Kyrgyz Republic,1991,..
Lao PDR,1991,10
Latvia,1991,..
Lebanon,1991,1895
Lesotho,1991,437
Liberia,1991,..
Libya,1991,..
Liechtenstein,1991,..
Lithuania,1991,..
Luxembourg,1991,..
"Macao, China",1991,..
"Macedonia, FYR",1991,..
Madagascar,1991,13
Malawi,1991,..
Malaysia,1991,309
Maldives,1991,2
Mali,1991,93
Malta,1991,42
Marshall Islands,1991,..
Mauritania,1991,12
Mauritius,1991,..
Mayotte,1991,79
Mexico,1991,3030
"Micronesia, Fed. Sts.",1991,..
Moldova,1991,..
Monaco,1991,..
Mongolia,1991,..
Morocco,1991,1990
Mozambique,1991,56
Myanmar,1991,2
Namibia,1991,14
Nepal,1991,0
Netherlands,1991,672
Netherlands Antilles,1991,6
New Caledonia,1991,..
New Zealand,1991,651
Nicaragua,1991,0
Niger,1991,13
Nigeria,1991,66
Norway,1991,174
Oman,1991,39
Pakistan,1991,1549
Palau,1991,..
Panama,1991,108
Papua New Guinea,1991,21
Paraguay,1991,42
Peru,1991,148
Philippines,1991,1850
Poland,1991,..
Portugal,1991,4718
Puerto Rico,1991,..
Qatar,1991,..
Romania,1991,..
Russian Federation,1991,..
Rwanda,1991,4
Samoa,1991,35
San Marino,1991,..
Sao Tome and Principe,1991,..
Saudi Arabia,1991,..
Senegal,1991,163
Serbia and Montenegro,1991,..
Seychelles,1991,7
Sierra Leone,1991,0.027764219
Singapore,1991,..
Slovak Republic,1991,..
Slovenia,1991,..
Solomon Islands,1991,..
Somalia,1991,..
South Africa,1991,129
Spain,1991,2136
Sri Lanka,1991,442
St. Kitts and Nevis,1991,1
St. Lucia,1991,18
St. Vincent and the Grenadines,1991,2
Sudan,1991,45
Suriname,1991,4
Swaziland,1991,109
Sweden,1991,207
Switzerland,1991,987
Syrian Arab Republic,1991,350
Tajikistan,1991,..
Tanzania,1991,..
Thailand,1991,1019
Timor-Leste,1991,..
Togo,1991,29
Tonga,1991,19
Trinidad and Tobago,1991,5
Tunisia,1991,525
Turkey,1991,2819
Turkmenistan,1991,..
Uganda,1991,..
Ukraine,1991,..
United Arab Emirates,1991,..
United Kingdom,1991,2089
United States,1991,1300
Uruguay,1991,..
Uzbekistan,1991,..
Vanuatu,1991,9
"Venezuela, RB",1991,2
Vietnam,1991,..
Virgin Islands (U.S.),1991,..
West Bank and Gaza,1991,..
"Yemen, Rep.",1991,998
Zambia,1991,..
Zimbabwe,1991,1
Afghanistan,1992,..
Albania,1992,152
Algeria,1992,1390
American Samoa,1992,..
Andorra,1992,..
Angola,1992,..
Antigua and Barbuda,1992,3
Argentina,1992,15
Armenia,1992,..
Aruba,1992,3
Australia,1992,1926
Austria,1992,815
Azerbaijan,1992,..
"Bahamas, The",1992,..
Bahrain,1992,..
Bangladesh,1992,912
Barbados,1992,44
Belarus,1992,..
Belgium,1992,4476
Belize,1992,20
Benin,1992,136
Bermuda,1992,..
Bhutan,1992,..
Bolivia,1992,4
Bosnia and Herzegovina,1992,..
Botswana,1992,94
Brazil,1992,1791
Brunei,1992,..
Bulgaria,1992,..
Burkina Faso,1992,129
Burundi,1992,..
Cambodia,1992,9
Cameroon,1992,25
Canada,1992,..
Cape Verde,1992,76
Cayman Islands,1992,..
Central African Republic,1992,..
Chad,1992,0.204010853
Chile,1992,..
China,1992,738.9
Colombia,1992,640
Comoros,1992,16
"Congo, Dem. Rep.",1992,..
"Congo, Rep.",1992,..
Costa Rica,1992,14
Cote d'Ivoire,1992,41
Croatia,1992,..
Cuba,1992,..
Cyprus,1992,81
Czech Republic,1992,..
Denmark,1992,464
Djibouti,1992,13
Dominica,1992,5
Dominican Republic,1992,347
Ecuador,1992,75
"Egypt, Arab Rep.",1992,6104
El Salvador,1992,694
Equatorial Guinea,1992,1
Eritrea,1992,..
Estonia,1992,..
Ethiopia,1992,15
Faeroe Islands,1992,..
Fiji,1992,23
Finland,1992,103
France,1992,5213
French Polynesia,1992,..
Gabon,1992,..
"Gambia, The",1992,16
Georgia,1992,..
Germany,1992,4920
Ghana,1992,7
Greece,1992,2531
Greenland,1992,..
Grenada,1992,9
Guam,1992,..
Guatemala,1992,231
Guinea,1992,..
Guinea-Bissau,1992,0
Guyana,1992,1
Haiti,1992,70
Honduras,1992,112
"Hong Kong, China",1992,..
Hungary,1992,..
Iceland,1992,64
India,1992,2897
Indonesia,1992,229
"Iran, Islamic Rep.",1992,1196
Iraq,1992,..
Ireland,1992,322
Israel,1992,1160
Italy,1992,2970
Jamaica,1992,216
Japan,1992,582
Jordan,1992,844
Kazakhstan,1992,..
Kenya,1992,114.84
Kiribati,1992,6
"Korea, Dem. Rep.",1992,..
"Korea, Rep.",1992,1114
Kuwait,1992,..
Kyrgyz Republic,1992,..
Lao PDR,1992,11
Latvia,1992,..
Lebanon,1992,2016
Lesotho,1992,455
Liberia,1992,..
Libya,1992,..
Liechtenstein,1992,..
Lithuania,1992,..
Luxembourg,1992,..
"Macao, China",1992,..
"Macedonia, FYR",1992,..
Madagascar,1992,15
Malawi,1992,..
Malaysia,1992,358
Maldives,1992,2
Mali,1992,117
Malta,1992,30
Marshall Islands,1992,..
Mauritania,1992,50
Mauritius,1992,..
Mayotte,1992,87
Mexico,1992,3700
"Micronesia, Fed. Sts.",1992,..
Moldova,1992,..
Monaco,1992,..
Mongolia,1992,..
Morocco,1992,2170
Mozambique,1992,58
Myanmar,1992,2
Namibia,1992,16
Nepal,1992,0
Netherlands,1992,792
Netherlands Antilles,1992,8
New Caledonia,1992,..
New Zealand,1992,602
Nicaragua,1992,10
Niger,1992,18
Nigeria,1992,56
Norway,1992,190
Oman,1992,39
Pakistan,1992,1574
Palau,1992,..
Panama,1992,102
Papua New Guinea,1992,21
Paraguay,1992,64
Peru,1992,240
Philippines,1992,2538
Poland,1992,..
Portugal,1992,4762
Puerto Rico,1992,..
Qatar,1992,..
Romania,1992,..
Russian Federation,1992,..
Rwanda,1992,2
Samoa,1992,40
San Marino,1992,..
Sao Tome and Principe,1992,..
Saudi Arabia,1992,..
Senegal,1992,176
Serbia and Montenegro,1992,..
Seychelles,1992,11
Sierra Leone,1992,0.065673313
Singapore,1992,..
Slovak Republic,1992,..
Slovenia,1992,38
Solomon Islands,1992,..
Somalia,1992,..
South Africa,1992,119
Spain,1992,2637
Sri Lanka,1992,548
St. Kitts and Nevis,1992,1
St. Lucia,1992,2
St. Vincent and the Grenadines,1992,2
Sudan,1992,124
Suriname,1992,5
Swaziland,1992,111
Sweden,1992,232
Switzerland,1992,1045
Syrian Arab Republic,1992,550
Tajikistan,1992,..
Tanzania,1992,..
Thailand,1992,445
Timor-Leste,1992,..
Togo,1992,16
Tonga,1992,21
Trinidad and Tobago,1992,7
Tunisia,1992,531
Turkey,1992,3008
Turkmenistan,1992,..
Uganda,1992,..
Ukraine,1992,..
United Arab Emirates,1992,..
United Kingdom,1992,2033
United States,1992,1796
Uruguay,1992,..
Uzbekistan,1992,..
Vanuatu,1992,14
"Venezuela, RB",1992,2
Vietnam,1992,..
Virgin Islands (U.S.),1992,..
West Bank and Gaza,1992,..
"Yemen, Rep.",1992,1018
Zambia,1992,..
Zimbabwe,1992,1
Afghanistan,1993,..
Albania,1993,332
Algeria,1993,1140
American Samoa,1993,..
Andorra,1993,..
Angola,1993,..
Antigua and Barbuda,1993,4
Argentina,1993,58
Armenia,1993,..
Aruba,1993,3
Australia,1993,1102
Austria,1993,769
Azerbaijan,1993,..
"Bahamas, The",1993,..
Bahrain,1993,..
Bangladesh,1993,1007
Barbados,1993,44
Belarus,1993,0.4
Belgium,1993,4581
Belize,1993,17
Benin,1993,109
Bermuda,1993,..
Bhutan,1993,..
Bolivia,1993,4
Bosnia and Herzegovina,1993,..
Botswana,1993,74
Brazil,1993,1247
Brunei,1993,..
Bulgaria,1993,..
Burkina Faso,1993,117
Burundi,1993,..
Cambodia,1993,10
Cameroon,1993,20
Canada,1993,..
Cape Verde,1993,76
Cayman Islands,1993,..
Central African Republic,1993,0
Chad,1993,0
Chile,1993,..
China,1993,810.9
Colombia,1993,468
Comoros,1993,16
"Congo, Dem. Rep.",1993,..
"Congo, Rep.",1993,..
Costa Rica,1993,16
Cote d'Ivoire,1993,58
Croatia,1993,230
Cuba,1993,..
Cyprus,1993,79
Czech Republic,1993,138
Denmark,1993,450
Djibouti,1993,19
Dominica,1993,4
Dominican Republic,1993,758
Ecuador,1993,203
"Egypt, Arab Rep.",1993,5664
El Salvador,1993,796
Equatorial Guinea,1993,..
Eritrea,1993,..
Estonia,1993,..
Ethiopia,1993,18
Faeroe Islands,1993,..
Fiji,1993,26
Finland,1993,77
France,1993,5032
French Polynesia,1993,..
Gabon,1993,..
"Gambia, The",1993,16
Georgia,1993,..
Germany,1993,4394
Ghana,1993,10
Greece,1993,2655
Greenland,1993,..
Grenada,1993,8
Guam,1993,..
Guatemala,1993,241
Guinea,1993,..
Guinea-Bissau,1993,0
Guyana,1993,1
Haiti,1993,73
Honduras,1993,64
"Hong Kong, China",1993,..
Hungary,1993,..
Iceland,1993,58
India,1993,3523
Indonesia,1993,346
"Iran, Islamic Rep.",1993,1500
Iraq,1993,..
Ireland,1993,297
Israel,1993,1263
Italy,1993,2671
Jamaica,1993,239
Japan,1993,777
Jordan,1993,1040
Kazakhstan,1993,..
Kenya,1993,118.14
Kiribati,1993,6
"Korea, Dem. Rep.",1993,..
"Korea, Rep.",1993,1112
Kuwait,1993,..
Kyrgyz Republic,1993,2
Lao PDR,1993,12
Latvia,1993,..
Lebanon,1993,2050
Lesotho,1993,401
Liberia,1993,..
Libya,1993,..
Liechtenstein,1993,..
Lithuania,1993,0.034529883
Luxembourg,1993,..
"Macao, China",1993,..
"Macedonia, FYR",1993,..
Madagascar,1993,14
Malawi,1993,..
Malaysia,1993,564
Maldives,1993,1
Mali,1993,126
Malta,1993,25
Marshall Islands,1993,..
Mauritania,1993,2
Mauritius,1993,..
Mayotte,1993,104
Mexico,1993,3979
"Micronesia, Fed. Sts.",1993,..
Moldova,1993,..
Monaco,1993,..
Mongolia,1993,..
Morocco,1993,1959
Mozambique,1993,60
Myanmar,1993,29
Namibia,1993,15
Nepal,1993,55
Netherlands,1993,902
Netherlands Antilles,1993,7
New Caledonia,1993,..
New Zealand,1993,833
Nicaragua,1993,25
Niger,1993,16
Nigeria,1993,793
Norway,1993,166
Oman,1993,39
Pakistan,1993,1446
Palau,1993,..
Panama,1993,109
Papua New Guinea,1993,20
Paraguay,1993,95
Peru,1993,289
Philippines,1993,2587
Poland,1993,..
Portugal,1993,4315
